district,year,nitrogen,phosphorus,potassium,ph,temperature,jun_rain,jul_rain,aug_rain,sep_rain,oct_rain,humidity,irrigation_type,crop_variety,soil_type,yield
BASTAR,2013,125.1290053563873,56.59197853948309,45.00524143999347,6.426416610419421,28.76456545963836,14.64,10.33,7.12,6.29,7.22,75,1,1,0,1.652208104138151
BASTAR,2013,128.6355567117456,58.55930511821329,44.538327466681494,6.489889854781151,27.308933817395193,14.64,10.33,7.12,6.29,7.22,75,1,1,0,1.5860374651119118
BASTAR,2014,145.93090549605643,62.955056187198295,49.22328765970371,6.617390807494099,28.78076909758131,4.91,13.55,9.98,12.96,2.77,75,1,1,0,1.7342169312884061
BASTAR,2014,139.45075987127692,64.21057522904682,50.37081192153862,6.555454444092781,29.036372509767006,4.91,13.55,9.98,12.96,2.77,75,1,1,0,1.760464251505778
BASTAR,2014,144.00863265050498,64.70019435570225,53.47221812368623,6.569231932696391,29.283241026529055,4.91,13.55,9.98,12.96,2.77,75,1,1,0,1.8947884043564485
BASTAR,2014,143.00836097317244,66.75516508347812,50.37080606642791,6.5915784763454575,29.42418944813075,4.91,13.55,9.98,12.96,2.77,75,1,1,0,1.8996425203710625
BASTAR,2014,134.25566089426735,59.825615773865216,42.605035150558656,6.3685140718733,29.018711030483235,4.91,13.55,9.98,12.96,2.77,75,1,1,0,1.7484584387085957
BASTAR,2015,65.87654890024598,27.29028586089735,25.24709825319344,6.455789432969359,27.79220557340666,16.83,5.61,14.18,14.89,0.85,75,1,1,0,0.7905472767924894
BASTAR,2015,53.886519600199364,25.432861783441417,20.699376328071896,6.431259835283353,28.784828265228665,16.83,5.61,14.18,14.89,0.85,75,1,1,0,0.8146841834546409
BASTAR,2015,60.457519311316084,28.642742175268936,21.21640932441087,7.055802832425492,28.239576608386987,16.83,5.61,14.18,14.89,0.85,75,1,1,0,0.8246888051243918
BASTAR,2015,66.33346127146474,27.515714612964622,24.12297919917687,6.6047965484901034,26.93363631333917,16.83,5.61,14.18,14.89,0.85,75,1,1,0,0.8603354068586733
BASTAR,2015,52.62068822931438,27.30867465062062,19.184594409831288,6.274258816303265,26.842136514003062,16.83,5.61,14.18,14.89,0.85,75,1,1,0,0.8557949685218048
BASTAR,2016,152.29270145753088,69.60719102152562,51.275683585301245,6.814124402439843,28.50411567337595,12.31,12.41,12.24,10.76,3.32,75,1,1,0,2.1867595463493488
BASTAR,2016,162.05541537375154,75.43737962012578,55.99507839008081,6.2806771617691135,27.914943148054647,12.31,12.41,12.24,10.76,3.32,75,1,1,0,2.016933681391479
BASTAR,2016,165.3001358449895,73.40317571980886,59.05793543751386,6.209294259626126,27.35813717385417,12.31,12.41,12.24,10.76,3.32,75,1,1,0,2.005121622787504
BASTAR,2016,155.22853120797456,69.21180964285065,51.9963468181464,6.722254925451426,28.360955519952626,12.31,12.41,12.24,10.76,3.32,75,1,1,0,1.9966386365621174
BASTAR,2016,152.09994347240848,71.92199661682682,50.991318544928006,6.285237755016661,27.17269066582224,12.31,12.41,12.24,10.76,3.32,75,1,1,0,2.1433374015749025
BASTAR,2017,106.44585624622832,50.37470210085371,33.617088210979894,6.2344556656630115,29.219339072445038,9.21,21.79,11.9,6.29,5.68,75,1,1,0,1.2979525185404626
BASTAR,2017,99.08119734400942,46.18666507038207,32.699943745627785,6.520027824775757,30.058887698620598,9.21,21.79,11.9,6.29,5.68,75,1,1,0,1.300172025731668
BASTAR,2017,96.26835116808184,41.811807307275686,33.540571333767,6.620212239476072,29.820828456554953,9.21,21.79,11.9,6.29,5.68,75,1,1,0,1.3243088091962278
BASTAR,2017,103.4247587492524,47.034095025320134,36.126980353658915,6.451726221038092,28.98965516569127,9.21,21.79,11.9,6.29,5.68,75,1,1,0,1.2755681849765002
BASTAR,2017,101.01458970436278,45.06046035822515,35.38921870558202,6.4380642394169225,29.11709663698253,9.21,21.79,11.9,6.29,5.68,75,1,1,0,1.3730189373949682
BASTAR,2018,126.16294709368617,55.85970469357776,44.588498055711135,6.672932722077969,27.656072637879657,3.82,11.61,18.53,7.61,0.72,75,1,1,0,1.5666333980683198
BASTAR,2018,128.71046842940973,60.21543738446004,42.963378919183285,6.468521295753766,28.1568527411201,3.82,11.61,18.53,7.61,0.72,75,1,1,0,1.6593704230117836
BASTAR,2018,121.85721861052637,53.11390887448157,41.44188624611291,6.7041305662001776,27.385800646323318,3.82,11.61,18.53,7.61,0.72,75,1,1,0,1.5768403537476254
BASTAR,2018,131.31075164910064,56.589909684467045,42.75746060304686,6.518997903870847,27.106790442205934,3.82,11.61,18.53,7.61,0.72,75,1,1,0,1.702622426771617
BASTAR,2018,128.77006385152566,58.40976131049432,47.40046601928114,6.759210168652592,27.32036433924479,3.82,11.61,18.53,7.61,0.72,75,1,1,0,1.67109456145887
BASTAR,2019,151.45819170971222,68.69872908947309,50.085098030575274,6.868754111106384,28.954759738821018,6.87,17.77,18.99,13.15,5.28,75,1,1,0,1.8766569343842412
BASTAR,2019,142.93561180279892,64.85112342110234,52.10100004518377,6.803241886311328,28.22798727282923,6.87,17.77,18.99,13.15,5.28,75,1,1,0,1.8725143822457753
BASTAR,2019,152.57079697966145,69.65506305466498,53.95227143184201,6.600097095489328,29.011327530179877,6.87,17.77,18.99,13.15,5.28,75,1,1,0,1.8612857211090135
BASTAR,2019,150.30744126491186,66.83505836046322,51.35918122082049,6.389036259386857,27.521370652453616,6.87,17.77,18.99,13.15,5.28,75,1,1,0,1.903407582544758
BASTAR,2019,163.07759872169217,76.04349906480999,55.88414154365742,6.4097124151769185,28.12810764429983,6.87,17.77,18.99,13.15,5.28,75,1,1,0,1.9215932922683723
BIJAPUR,2007,103.07292925713641,46.6777754129926,34.88272160235257,6.674503261652987,28.13064717515908,9.64,5.35,9.95,9.18,1.88,75,1,1,0,1.376084332033717
BIJAPUR,2007,107.25685646651989,47.53118707769086,35.846655345845654,6.289580091311942,26.659812431912158,9.64,5.35,9.95,9.18,1.88,75,1,1,0,1.3156217931156602
BIJAPUR,2007,96.88427122568498,40.84918296606666,33.528291421402926,6.884743894606705,27.982870729233248,9.64,5.35,9.95,9.18,1.88,75,1,1,0,1.3532911736724733
BIJAPUR,2007,101.55882018781205,44.2180468064154,34.675243984688656,6.358237466121908,26.9331547836355,9.64,5.35,9.95,9.18,1.88,75,1,1,0,1.3808620653660806
BIJAPUR,2007,98.14809380115503,42.26273241714722,36.323842970913915,6.670044904104066,26.725903907693265,9.64,5.35,9.95,9.18,1.88,75,1,1,0,1.2841272024311239
BIJAPUR,2008,56.00165128670616,23.225999369384745,21.244954549879626,6.528732173936901,26.12740136312579,7.83,10.22,10.17,9.12,0.78,75,1,1,0,0.7043610265126787
BIJAPUR,2008,61.40043757942456,32.71509467243046,24.317511055060855,6.459343642455353,26.43014703577162,7.83,10.22,10.17,9.12,0.78,75,1,1,0,0.6942392306847613
BIJAPUR,2008,51.8996115188153,26.040797851237826,17.577840022442672,6.4738547186834055,26.121663303174284,7.83,10.22,10.17,9.12,0.78,75,1,1,0,0.726077765883137
BIJAPUR,2008,42.01591294967462,17.565522162445912,16.4568730365957,6.849978544378645,26.85618909697925,7.83,10.22,10.17,9.12,0.78,75,1,1,0,0.7339277627737821
BIJAPUR,2008,52.091192970009985,26.466892889369163,18.631191861287764,6.39919284830588,26.97156355447591,7.83,10.22,10.17,9.12,0.78,75,1,1,0,0.6699153886734968
BIJAPUR,2009,87.5780216876627,39.41093248424673,29.712746202731193,6.417435019750712,26.091119798524883,4.3,12.41,9.11,3.68,1.58,75,1,1,0,1.1208591478015673
BIJAPUR,2009,94.53324613524865,40.78898636439177,34.37385658476128,6.666437593471782,26.543260521253856,4.3,12.41,9.11,3.68,1.58,75,1,1,0,1.0971836965230328
BIJAPUR,2009,82.42496612892802,37.287031865355424,29.06408335282266,6.657041375562558,26.03720267681491,4.3,12.41,9.11,3.68,1.58,75,1,1,0,1.176125067668951
BIJAPUR,2009,80.9808684024154,36.00140956835213,28.294970489843088,6.549923987711304,26.54368936888749,4.3,12.41,9.11,3.68,1.58,75,1,1,0,1.0959153929520484
BIJAPUR,2009,78.17943651533282,32.05556759310365,25.558653897205335,6.947107434637166,26.477107338473893,4.3,12.41,9.11,3.68,1.58,75,1,1,0,1.1614553496816264
BIJAPUR,2010,166.61402692587424,78.69101319771798,57.738109996304566,6.413165036496783,27.608904517488874,4.73,16.19,17.23,11.88,4.55,75,1,1,0,2.050807437652731
BIJAPUR,2010,162.65182061780305,71.49245754351462,57.025729077051494,6.279045082396245,27.108546554656307,4.73,16.19,17.23,11.88,4.55,75,1,1,0,2.028916164582412
BIJAPUR,2010,166.60540996759008,73.7410288250738,59.5504979149327,6.584069922496379,28.18271962593407,4.73,16.19,17.23,11.88,4.55,75,1,1,0,2.0738318984816746
BIJAPUR,2010,166.93508352608475,74.76919992522936,57.01203074901248,6.24264115427115,28.390691376120387,4.73,16.19,17.23,11.88,4.55,75,1,1,0,2.0740623640286193
BIJAPUR,2010,151.7640208434086,64.050165341257,54.65266231968934,6.323900255759977,26.4590073369393,4.73,16.19,17.23,11.88,4.55,75,1,1,0,2.1378856903537584
BIJAPUR,2011,105.40791376793963,45.10365427232243,37.30999960611745,6.477855174749335,27.090139898611707,3.88,8.1,10.43,5.92,0.2,75,1,1,0,1.368982012503525
BIJAPUR,2011,110.97681270991077,52.641041627523926,38.33673052429674,6.4695469733314175,27.613716762409933,3.88,8.1,10.43,5.92,0.2,75,1,1,0,1.4333895448622536
BIJAPUR,2011,110.57834796786221,50.34945112864073,38.59596879113636,6.594698657504947,28.077241230792424,3.88,8.1,10.43,5.92,0.2,75,1,1,0,1.4581846597332264
BIJAPUR,2011,113.2776777195755,49.46191267329691,39.066955608944255,6.460716346594969,28.278062864436812,3.88,8.1,10.43,5.92,0.2,75,1,1,0,1.4276429943354891
BIJAPUR,2011,114.06565774952554,49.21624166859801,38.95096005586826,6.65234530232888,26.792958233966072,3.88,8.1,10.43,5.92,0.2,75,1,1,0,1.397899575026038
BIJAPUR,2012,145.05687113991107,63.28501688752253,50.97230037085931,6.20593517172602,28.188965400612602,4.47,16.01,14.25,9.69,1.7,75,1,1,0,1.986848276323036
BIJAPUR,2012,149.7003888776742,71.41361150183612,52.42250184809159,6.556264046398125,27.719707652839357,4.47,16.01,14.25,9.69,1.7,75,1,1,0,1.8104954216999223
BIJAPUR,2012,143.899565517427,62.3365980785529,49.120880559245265,6.70256969223351,27.60805241641264,4.47,16.01,14.25,9.69,1.7,75,1,1,0,1.9605574128718768
BIJAPUR,2012,149.49320883421387,66.984718089473,52.411837109693096,6.465210952177341,27.41151602946453,4.47,16.01,14.25,9.69,1.7,75,1,1,0,1.8978989148226504
BIJAPUR,2012,142.7285890819508,60.346256462130185,49.158744256318364,6.578725106292711,28.248391031298695,4.47,16.01,14.25,9.69,1.7,75,1,1,0,1.809630869109273
BIJAPUR,2013,121.04140487684937,56.255741250408626,42.22659606808632,6.5452497995715575,26.176435596777868,12.22,14.38,7.53,6.21,7.3,75,1,1,0,1.5698817887808865
BIJAPUR,2013,122.21367345825556,53.451672231532015,41.59772624982901,6.277527195624289,26.911025503698756,12.22,14.38,7.53,6.21,7.3,75,1,1,0,1.6770105705759477
BIJAPUR,2013,126.01923889186196,56.501844606587454,40.55882587126242,6.271864948994626,28.059421489648745,12.22,14.38,7.53,6.21,7.3,75,1,1,0,1.6489644987317196
BIJAPUR,2013,116.53279597994597,52.511868780248925,39.36605409431951,6.708578486411114,26.571571075186675,12.22,14.38,7.53,6.21,7.3,75,1,1,0,1.6846486187529117
BIJAPUR,2013,123.44153926945911,55.663389237801745,41.95145834961674,6.405172544602196,27.57189724946632,12.22,14.38,7.53,6.21,7.3,75,1,1,0,1.5593151352109704
BIJAPUR,2014,150.74654204340266,68.05375932844669,54.55725867854866,6.194610989267074,28.659426048482242,3.62,10.52,7.92,9.66,1.69,75,1,1,0,1.8628675435494721
BIJAPUR,2014,146.22641567952172,70.27858579451863,51.263893273161266,6.438444759970955,29.20263447859574,3.62,10.52,7.92,9.66,1.69,75,1,1,0,1.8721110992433878
BIJAPUR,2014,143.45377365980804,63.972517863025445,49.636497411584514,6.491589529699566,28.196058225985844,3.62,10.52,7.92,9.66,1.69,75,1,1,0,1.9281566833203467
BIJAPUR,2014,147.75897917425326,68.17454116216676,48.72737269673922,6.743575741222167,28.341867026205907,3.62,10.52,7.92,9.66,1.69,75,1,1,0,1.839641428906359
BIJAPUR,2014,143.85658763899463,64.62412869998175,48.85781968677912,6.755821458752203,27.69635324667977,3.62,10.52,7.92,9.66,1.69,75,1,1,0,1.8018188908948443
BIJAPUR,2015,68.206341351772,31.902900562692686,26.933554795592794,6.6241378302561404,29.239054191531668,11.36,5.32,9.17,9.75,0.43,75,1,1,0,0.9321622925938167
BIJAPUR,2015,71.08420987866114,31.824678594941673,24.342352635188345,6.05847096216681,27.78139630525219,11.36,5.32,9.17,9.75,0.43,75,1,1,0,0.9058793617394209
BIJAPUR,2015,68.55825748031438,30.712983855763397,26.065630431629575,6.553932301757007,28.438100141688274,11.36,5.32,9.17,9.75,0.43,75,1,1,0,0.9804631179109944
BIJAPUR,2015,69.3214204363116,30.51882133995256,25.51073894481845,6.6419316940044135,27.99184859990232,11.36,5.32,9.17,9.75,0.43,75,1,1,0,0.9517995759982275
BIJAPUR,2015,68.45514057167165,29.3718155577385,25.57647484736886,6.353398076892102,28.974605972918827,11.36,5.32,9.17,9.75,0.43,75,1,1,0,0.9205157659233678
BIJAPUR,2016,137.7560155716384,60.28969922836584,46.43023047998815,6.8803659264098656,30.218742706787285,12.28,13.98,8.36,11.09,3.67,75,1,1,0,1.7403166237649648
BIJAPUR,2016,138.30483491318103,62.476610536076215,44.51355735288018,6.4999289265554605,28.461648436899164,12.28,13.98,8.36,11.09,3.67,75,1,1,0,1.6893599928030087
BIJAPUR,2016,132.45913038585357,61.17420724927745,45.276277056686254,6.4638160823566,29.889874890871397,12.28,13.98,8.36,11.09,3.67,75,1,1,0,1.854195588373244
BIJAPUR,2016,136.97015691174775,61.48698101136743,46.17891264908578,6.464121292798891,28.88194865698029,12.28,13.98,8.36,11.09,3.67,75,1,1,0,1.754578808720111
BIJAPUR,2016,139.1834420400973,61.41776149831192,45.934884575082236,6.623176821630299,29.295279044471908,12.28,13.98,8.36,11.09,3.67,75,1,1,0,1.81163058061595
BIJAPUR,2017,99.90349202339625,42.32536498789938,33.2074630723987,6.425657177678526,29.58986509634348,9.67,18.62,9.79,5.43,3.63,75,1,1,0,1.3542063000009494
BIJAPUR,2017,100.6558952290781,43.14883252306303,34.03522577253617,6.603715922963533,28.658803919736535,9.67,18.62,9.79,5.43,3.63,75,1,1,0,1.322523915445426
BIJAPUR,2017,104.16299336976304,46.659582366437284,33.00437555929056,6.698234697209831,29.083848776089102,9.67,18.62,9.79,5.43,3.63,75,1,1,0,1.3090924360426934
BIJAPUR,2017,97.06027565670809,46.64184878024827,34.89795668843877,6.258988769650592,29.029127425041455,9.67,18.62,9.79,5.43,3.63,75,1,1,0,1.3689053710786527
BIJAPUR,2017,90.42419493951712,39.1077124293892,35.020695162160735,6.382164768135539,29.37623338664347,9.67,18.62,9.79,5.43,3.63,75,1,1,0,1.2491393627424388
BIJAPUR,2018,101.65796113925725,47.07548394876642,35.33936575254109,6.283243629822953,28.112470449422528,5.84,12.26,16.0,4.84,0.06,75,1,1,0,1.3299214392052636
BIJAPUR,2018,113.95153110605803,51.27062184915416,40.48193652804703,6.8034056509368375,26.45851094116379,5.84,12.26,16.0,4.84,0.06,75,1,1,0,1.4119680342347762
BIJAPUR,2018,106.54976596878203,47.29738534213748,37.86500054783812,6.402260383403677,26.976325447084623,5.84,12.26,16.0,4.84,0.06,75,1,1,0,1.3614350749031394
BIJAPUR,2018,97.01549229645342,44.30297648237076,34.2473873814407,6.50980849322128,26.192930537803676,5.84,12.26,16.0,4.84,0.06,75,1,1,0,1.3733047016581483
