District,Year,nitrogen,phosphorus,potassium,ph,temperature,rainfall,humidity,irrigation_type,crop_variety,soil_type,yield
Janjgir-Champa,2021,120.7427763800551,48.55302786500103,53.609642530086845,6.8,33.33634809880732,1229.7927812654573,81.60750677642243,0.0,0.0,0.0,6.147737459110196
Raipur,2010,146.60661214108856,47.42808279940004,50.60329936844022,6.8,29.530467606841956,1221.0710346893009,81.72642787426906,0.0,0.0,0.0,6.508440170779935
Raipur,2018,101.75817636966413,57.13471447285812,52.080939492987255,6.8,28.38570676462824,1226.8252755371084,73.86384668853583,0.0,0.0,0.0,5.685037018109627
Raipur,2010,108.24570058492759,52.76256864417012,45.531917857729866,6.8,32.46566638901079,1114.1590842983805,72.97088381185823,0.0,0.0,0.0,5.744355654792847
Bastar,2019,84.88356230493572,34.17250659836294,42.37681517343751,5.5,27.41391357976319,1534.4680071174946,85.9927873646334,2.0,2.0,1.0,4.698717773491312
Janjgir-Champa,2014,144.89420108668838,55.20116742990267,57.44238147743853,6.8,30.898515169141128,1101.2731089873791,71.01832429095064,0.0,0.0,0.0,6.4482053584737855
Bilaspur,2019,148.93610703545343,64.5291041366111,50.48733930353767,6.8,32.96440329940942,1286.711352254694,82.49879615366764,0.0,0.0,0.0,6.782809591714534
Korba,2015,108.40774498689198,40.43853523529353,40.41874138402322,6.2,26.768937728609913,1167.6509513611563,77.90859773640514,1.0,1.0,2.0,5.22204307151713
Durg,2022,107.93675705730652,56.08261411981553,59.08179222348992,6.8,28.491059619310068,1167.6942326594485,79.90148783356042,0.0,0.0,0.0,6.036703765735764
Surguja,2022,106.93036999197551,42.102775394389056,43.7151623190027,6.2,23.64240341395562,1100.055118649979,76.2841172817616,1.0,1.0,2.0,5.023312337209306
Raigarh,2022,86.09599418463597,44.69516299054006,47.12139248067303,6.2,22.264211095806694,1120.1877096208748,68.54745467678516,1.0,1.0,2.0,4.716712218282637
Raigarh,2017,90.21156214272042,47.997357681354266,51.372757175202494,6.2,24.865649691225403,1068.6561672270652,73.70584949446229,1.0,1.0,2.0,4.647678302360058
Raigarh,2022,104.16413932551546,44.79896150194304,48.76705751295608,6.2,22.705952089351893,1148.8726791157183,72.3269951814699,1.0,1.0,2.0,5.011712006959389
Bilaspur,2018,121.68435040348766,64.81182719463563,56.142460593776555,6.8,31.34031709978571,1277.420304736084,74.53193454640576,0.0,0.0,0.0,6.1918496327915
Raipur,2017,114.38775529451502,55.4800254626215,46.50535206939733,6.8,32.9193238468263,1101.1406544576364,84.34951943611523,0.0,0.0,0.0,5.916468911573933
Raipur,2015,129.68613422857644,63.8829812640832,53.36487273031217,6.8,33.057232153892556,1298.8474536296987,77.31156496573406,0.0,0.0,0.0,6.3371592655960995
Janjgir-Champa,2021,133.87682408825643,60.05059593290754,53.877441596061026,6.8,31.35417699554869,1104.6618605154758,76.52309918263859,0.0,0.0,0.0,6.357704470762701
Bastar,2012,72.72491583822433,32.96283644541528,38.619506881381554,5.5,27.79024875613022,1459.9125180033473,80.54812411767034,2.0,2.0,1.0,4.649867321295748
Bilaspur,2012,129.40930479073904,61.42729702725201,45.86474578961247,6.8,32.39775489952547,1160.4025782501656,82.47932475472956,0.0,0.0,0.0,6.373161839285033
Raigarh,2020,92.16869271125955,39.199276974158494,54.13172133092407,6.2,22.291594899793996,1048.7330532358735,70.29598840187565,1.0,1.0,2.0,4.72034037851476
Raigarh,2018,109.0990812568503,48.131715509311285,36.49967874441821,6.2,22.161405198902223,1229.9968589950026,77.5890480093363,1.0,1.0,2.0,5.069767326842564
Korba,2020,112.32311897624089,41.01810961848594,35.48545070275453,6.2,25.491424039001064,1146.5355365437786,74.06977102665357,1.0,1.0,2.0,5.138982981609448
Bilaspur,2013,124.069164746745,58.8801693009995,49.49558503726827,6.8,30.5454611330917,1118.0230113422595,76.89865469975662,0.0,0.0,0.0,6.151645001924742
Korba,2020,97.02394775414221,45.811557427915915,42.24557552804423,6.2,25.16479829405131,1237.2970600060617,77.70520033004199,1.0,1.0,2.0,4.903218659447439
Raigarh,2015,100.28350777608627,41.44378438419949,45.55390472109492,6.2,25.504835461897652,1164.5139918158432,74.39255785622302,1.0,1.0,2.0,5.068319189432991
Durg,2016,127.00736299750888,55.869383886957124,43.10965617198199,6.8,31.27501674362,1179.2598075545077,73.82562206846053,0.0,0.0,0.0,6.237433819817411
Raigarh,2019,103.50626578954237,36.15360710895018,53.79063222840196,6.2,23.002672792524812,1133.3211315593692,66.01512135998202,1.0,1.0,2.0,5.143387228634113
Raigarh,2020,93.3262499764574,37.13177118532251,53.51092015539872,6.2,24.831886019498526,1126.6772028120145,71.15868020216891,1.0,1.0,2.0,4.711084517832105
Janjgir-Champa,2017,112.17001205542054,58.907520007250426,54.01114965004826,6.8,32.089864561860594,1177.7197133062289,77.81666516448576,0.0,0.0,0.0,5.850363778230063
Bilaspur,2017,129.22223143671758,57.38440420999962,41.43498613026387,6.8,30.878512055234022,1184.1132306097893,84.18895395400989,0.0,0.0,0.0,6.260903752177562
Surguja,2017,86.23793019022851,46.39657915717083,35.99561662165785,6.2,23.009659195444485,1152.220547028574,73.2266042668564,1.0,1.0,2.0,4.740444097838239
Raipur,2020,133.63331774542016,51.89800044346328,59.75241513774857,6.8,30.47799346935283,1107.5802390621652,83.5662677218587,0.0,0.0,0.0,6.306018222786018
Durg,2011,115.91561224948245,56.835582918124764,42.75470778890574,6.8,30.138376129923348,1213.130854936796,75.1338378555014,0.0,0.0,0.0,6.079731157685496
Janjgir-Champa,2019,103.64088404434763,56.80654008405838,54.32134550642386,6.8,28.52953065979068,1119.2250949155107,77.34774577527821,0.0,0.0,0.0,5.79346041120538
Durg,2019,119.93053512684432,53.672484844401644,47.777662079917704,6.8,32.134927306029034,1137.7287584309447,77.09120370279406,0.0,0.0,0.0,6.06335664119692
Raigarh,2012,93.1135686483035,37.69510072717406,52.71734752701581,6.2,25.910275350611517,1152.0092991155925,67.8562570067549,1.0,1.0,2.0,4.743345123777996
Raigarh,2015,95.0901558798627,42.932642773707556,45.93806304006824,6.2,26.92041596314724,1173.151565395574,73.35222512979172,1.0,1.0,2.0,4.911950146209204
Durg,2019,149.61868638319382,56.77572369947469,42.658039990150726,6.8,31.28222360929924,1287.131773239538,84.13430661286468,0.0,0.0,0.0,6.9675972992160276
Durg,2011,118.9763556295124,60.45934318104415,47.88359104695455,6.8,33.50949173113452,1133.9069792950281,78.8594474391765,0.0,0.0,0.0,5.868343546082968
Bilaspur,2023,112.45486297831214,64.4401266586591,49.26197438664891,6.8,33.80623021385186,1231.810975977802,72.86925287447093,0.0,0.0,0.0,5.762506167213403
Surguja,2015,92.35713196643015,43.804943841967344,37.43244184123915,6.2,24.06831144953398,1140.2172659253433,74.22033181342672,1.0,1.0,2.0,4.641923673216412
Korba,2018,107.84824790616294,36.98815120462017,36.251431961177516,6.2,25.75145967214319,1191.3098560411163,70.41424773143827,1.0,1.0,2.0,4.97953646797
Raigarh,2010,108.04995301725705,39.38257531225522,52.43506975062911,6.2,26.662792003361872,1122.4960457545449,76.20326821255551,1.0,1.0,2.0,4.865324178462903
Raipur,2016,123.17552789771517,46.230093703479056,47.51115677709579,6.8,29.211141845215707,1133.0675720219574,71.11136995918915,0.0,0.0,0.0,6.178043825172714
Surguja,2011,98.55983119391455,48.7170512396004,47.8755231102935,6.2,24.135762224181523,1033.0128005632503,67.2908062608506,1.0,1.0,2.0,4.854492154488957
Janjgir-Champa,2020,145.89223918506536,59.42405861304517,52.837075651672635,6.8,29.603669007055906,1232.738092988033,74.31771146912479,0.0,0.0,0.0,6.5292944185905855
Korba,2021,101.81823577050976,35.37553383168641,48.86455066706541,6.2,23.209428754091654,1133.4224185737912,68.42352989985557,1.0,1.0,2.0,4.909166605646016
Raigarh,2016,87.9374884851393,45.88410249658961,46.42702957014546,6.2,26.025513843635025,1214.2160888193266,74.1893645406037,1.0,1.0,2.0,4.813247190754605
Raipur,2013,141.8321277663265,46.01476838227259,49.79253995892737,6.8,30.52921627061574,1210.5017017314383,70.78407006512637,0.0,0.0,0.0,6.5835736616397185
Bastar,2021,80.29055295959446,30.37496265443703,40.768312567179066,5.5,24.991614889156928,1543.5281646930785,84.86962908028045,2.0,2.0,1.0,4.728616062966392
Korba,2020,89.23406437110772,42.49765996407267,36.10216091240521,6.2,22.781260923061733,1211.6488382437897,70.62019480378555,1.0,1.0,2.0,4.822761815784435
Durg,2018,132.21836332868799,58.398970891663765,57.68318023965738,6.8,28.490430069249303,1290.6947170162532,81.07359801037474,0.0,0.0,0.0,6.538162391779777
Korba,2023,95.14724225311105,37.37414489939976,51.03729550151047,6.2,22.371313742060103,1179.7761868091734,79.36537713395577,1.0,1.0,2.0,4.858311637831266
Surguja,2010,95.66379915042558,35.869326597347595,52.75766984896899,6.2,23.629999121506486,1245.7180565515305,74.3511269292357,1.0,1.0,2.0,4.878866842545029
Korba,2012,95.27399551069412,41.670240213429615,35.85162005141665,6.2,23.70820294349749,1091.963896965795,68.30152166452041,1.0,1.0,2.0,4.800141851688709
Korba,2021,91.19693721250763,47.07065391328748,47.35804971911797,6.2,23.74160902254809,1224.1335416736702,71.99561833292586,1.0,1.0,2.0,4.672607917078956
Bilaspur,2011,119.13265334390694,53.76227768085108,57.54360872540761,6.8,32.64676810104855,1237.2122064916723,84.17401683053635,0.0,0.0,0.0,6.216797452865682
Raipur,2012,133.33774447603483,53.83348134014068,40.37885804836099,6.8,28.17337322598009,1243.6488148005942,82.1553368073637,0.0,0.0,0.0,6.373750570048844
Janjgir-Champa,2020,116.62901518906625,54.30509498273365,48.05910237731747,6.8,28.474446656204428,1279.599905819503,75.98774470345116,0.0,0.0,0.0,5.928708337069295
Korba,2019,98.23041476944005,42.78511786075781,54.014000370139236,6.2,26.60399954967796,1012.3277571843398,78.10232263213517,1.0,1.0,2.0,4.8453456627240525
Bastar,2016,77.2934636789347,31.59146416383021,41.72215669593099,5.5,27.308167898146,1407.1226593783106,88.72484983350988,2.0,2.0,1.0,4.537821937432247
Bilaspur,2017,135.1364298559246,62.75229991645871,55.6136249192415,6.8,30.853387805823335,1108.3735521711956,75.18748373477692,0.0,0.0,0.0,6.383454692200506
Korba,2018,85.0830659358831,37.1858169301224,54.095795145671204,6.2,23.83025168045782,1094.2487575457249,78.46533524723147,1.0,1.0,2.0,4.608425910932544
Surguja,2016,104.11650474864791,44.76499219998889,49.08776679228809,6.2,24.465073696029307,1138.9693871278753,73.4196515206468,1.0,1.0,2.0,4.902623632640942
Janjgir-Champa,2021,137.22770365023325,57.22578044697186,48.57584603968472,6.8,30.41719213642852,1176.6241624042527,78.7578587539233,0.0,0.0,0.0,6.464684310816442
Korba,2021,95.89421449153353,40.9131185636164,36.870593903170196,6.2,24.516345443654412,1098.36735783045,76.53808847387162,1.0,1.0,2.0,4.718507309639533
Durg,2016,144.10229183776804,47.95920500227335,57.87347162704005,6.8,32.304829165852915,1259.5221239013702,80.82199238815474,0.0,0.0,0.0,6.643842722214769
Bastar,2018,96.17240763733452,40.200541473259854,36.193411227663994,5.5,27.17539036552002,1386.2177911523315,78.03082208573595,2.0,2.0,1.0,4.90111452081656
Durg,2020,102.80132352874924,55.53957952126551,45.78041888715197,6.8,33.10039053427846,1187.9568639424397,83.48699643948964,0.0,0.0,0.0,5.572799975480455
Durg,2011,122.01732151501486,53.60519449644216,53.987992750254286,6.8,30.93307152235573,1293.0946800176505,84.59928008590695,0.0,0.0,0.0,6.245936735752946
Bilaspur,2020,119.8772342980212,48.06468777604416,47.38192461142381,6.8,28.788559528874032,1246.1116933266394,77.82796020046287,0.0,0.0,0.0,6.170520146437989
Raigarh,2014,105.79696724734634,38.95108214681478,48.057152065475336,6.2,23.21587066892281,1232.0651032236046,70.3002392097967,1.0,1.0,2.0,5.2882562153019785
Raigarh,2022,109.8962130622894,41.3042020330239,41.14306093755096,6.2,22.027695795340104,1140.7317059681554,74.26501428523498,1.0,1.0,2.0,5.153287745339497
Durg,2014,133.1211139373395,50.76265190404822,51.548637364356026,6.8,33.919243574504925,1299.607383981525,81.29312854581921,0.0,0.0,0.0,6.641436915915988
Bastar,2019,92.84219901180965,41.23919296730635,39.61351125938911,5.5,24.652479937364305,1505.5116431296615,88.00592536261435,2.0,2.0,1.0,4.954455239116427
Durg,2021,106.18138363835756,61.95390586792688,54.98929730773622,6.8,31.636230733616195,1175.2097205905056,79.73356051574008,0.0,0.0,0.0,5.8539213670632835
Raigarh,2012,109.63777997791345,49.84238589190109,42.202946861363216,6.2,22.470772396274278,1230.242729442254,73.97102429579049,1.0,1.0,2.0,5.148680203700296
Surguja,2013,100.95605404345037,47.64917626880592,51.05388446550095,6.2,24.415111336328074,1211.6459929400744,65.91118878867542,1.0,1.0,2.0,5.050833290761263
Korba,2015,103.330725064333,49.24023046144897,42.149011464219555,6.2,24.137430989593184,1123.8287587410248,70.29701768061202,1.0,1.0,2.0,4.872847776747657
Raipur,2015,126.82631664066044,63.64797567832663,46.6376870451803,6.8,28.424267200214032,1187.7671572821864,75.87863305358312,0.0,0.0,0.0,6.231427084034226
Korba,2020,111.19721064207823,39.094097789355175,41.26943910622732,6.2,22.2352978340013,1219.3722680291446,70.136819739197,1.0,1.0,2.0,5.055389367324771
Raipur,2015,145.22343446623015,60.80026402503015,53.21877390576979,6.8,30.513625433314058,1148.2787074432752,80.96987592178064,0.0,0.0,0.0,6.571124671532695
Surguja,2016,112.77220653855869,42.59235053823924,51.04941544740717,6.2,23.057425873333617,1233.4634398080632,74.77931752277577,1.0,1.0,2.0,5.210326409265409
Raipur,2013,135.48097415234807,60.329216306935876,46.98662213588351,6.8,28.517887984179737,1294.3272380439205,78.08356232322717,0.0,0.0,0.0,6.373280019714818
Janjgir-Champa,2013,123.09718860356494,48.17416788839801,51.181198121005764,6.8,31.391184133644202,1295.665189434033,71.70610225081626,0.0,0.0,0.0,6.102983721103952
Janjgir-Champa,2011,147.08895717118938,49.84665194455732,50.74203099658754,6.8,31.150395979639235,1295.6556096158038,80.461214071708,0.0,0.0,0.0,6.803281503980085
Surguja,2018,93.23233789423308,36.58283948698331,44.27579522319152,6.2,22.167620438536282,1137.1498112893141,71.29111811024684,1.0,1.0,2.0,4.878464485327368
Durg,2023,110.11475308030121,52.278224746704666,58.85202834904804,6.8,31.684294292388653,1272.2419223406653,73.12294284044403,0.0,0.0,0.0,5.833256380183635
Korba,2018,110.99876786563499,43.41149724160795,39.10990152091182,6.2,23.0927039931873,1059.7491564327984,72.82232372371813,1.0,1.0,2.0,5.09303720248378
Korba,2010,104.57092975662461,36.30724097280614,41.76108042828101,6.2,23.236628456009054,1158.5844125592596,77.97014991996821,1.0,1.0,2.0,4.980700395675676
Janjgir-Champa,2021,122.64848362815871,53.49475034994552,56.15097765493471,6.8,29.417098010373117,1276.8695281356363,74.57816112286316,0.0,0.0,0.0,6.2647092059734515
Korba,2011,111.51904878395352,47.597656282244536,43.01308775050519,6.2,24.675174802230906,1078.3416502643938,79.36413752877044,1.0,1.0,2.0,5.123073877266666
Raigarh,2020,88.6751065755031,42.51662027716693,49.328126678627356,6.2,22.88550453592678,1195.0802118797274,76.2822325769152,1.0,1.0,2.0,4.586141514122877
Korba,2019,105.93104447343198,43.708444772325656,39.64833246564448,6.2,22.437203838727022,1144.9022131683926,67.80069528803398,1.0,1.0,2.0,5.132490165619095
Bilaspur,2023,101.56215775621595,59.2583095718328,58.14151554626288,6.8,30.28057549992924,1109.1572726427246,76.79360948812564,0.0,0.0,0.0,5.739873243068638
Raigarh,2024,95.35921031081978,43.48661071864811,45.41111855684008,6.2,22.754659871230363,1021.1328912849284,71.67484016589476,1.0,1.0,2.0,4.685492977530934
Surguja,2012,94.74994711564509,40.70690637986639,42.68759648799507,6.2,23.007705603178,1222.7677588198235,76.64289816464849,1.0,1.0,2.0,5.0604061692339775
Janjgir-Champa,2010,127.7314336779832,53.61628256546308,52.81424135312967,6.8,33.74767817651146,1297.1042169039508,80.77468860029735,0.0,0.0,0.0,6.502689477906859
Raipur,2013,103.95824635458406,51.26474058025194,41.129420901341135,6.8,29.206471215133448,1107.6771547619194,72.44728343088278,0.0,0.0,0.0,5.786650761526424
Raigarh,2014,95.70276460933366,36.44037469286303,40.324825608309844,6.2,22.064404731085155,1198.0726517990831,76.05610554068397,1.0,1.0,2.0,5.004458027483015
Janjgir-Champa,2018,103.29116724605643,60.6794637958167,40.08599270560296,6.8,29.00839932617749,1264.789471486279,73.6265272353606,0.0,0.0,0.0,5.886312126914001
Raipur,2017,131.65126463275803,45.43337942251669,47.102014244043,6.8,33.82510983092037,1182.1579248583128,78.7507719238884,0.0,0.0,0.0,6.3405865348803125
Korba,2022,100.92563925359778,43.416415505894,54.16118322372732,6.2,22.30476262315657,1249.278103330117,69.93527303797572,1.0,1.0,2.0,4.920194816334039
Bastar,2018,70.51670215364011,38.09171435783467,42.491639767964,5.5,26.235452315625963,1338.46796407791,79.3521664884541,2.0,2.0,1.0,4.620584777757115
Durg,2023,135.14404749765168,49.22204362572195,58.47954497564669,6.8,33.637054264137106,1199.977145950267,71.23412034891754,0.0,0.0,0.0,6.400138235423504
Durg,2021,143.27732585410936,47.144311789431356,46.22947042659225,6.8,28.214005931132586,1252.100761791937,78.28428572619399,0.0,0.0,0.0,6.696057557193166
Korba,2014,92.81809653544536,45.13730910020783,43.88533747081114,6.2,24.921407984386565,1163.5180868694626,75.65660351194988,1.0,1.0,2.0,4.748768104503359
Bastar,2014,94.56983145693339,35.90882967576429,33.68128067479283,5.5,24.389816104558932,1341.562076108752,79.36669988963698,2.0,2.0,1.0,4.687141515522226
Korba,2020,113.18686319798063,38.043385397353184,52.46522554520937,6.2,24.263436183429675,1041.654878117939,76.02871065399958,1.0,1.0,2.0,4.938971449273162
Korba,2024,111.12068937523944,40.02372045598747,39.28437837526604,6.2,22.424872343156782,1211.6173165154878,77.41967192390524,1.0,1.0,2.0,5.107538353561025
Raipur,2010,128.20612820770387,63.65112668484759,58.4867365427025,6.8,28.16557505934926,1138.2336998282135,70.6322333710451,0.0,0.0,0.0,6.125099427237101
Durg,2015,149.092857671476,62.12820268535297,44.25131055243006,6.8,29.53192809892498,1244.9499472851294,75.25754749500575,0.0,0.0,0.0,6.769058453844055
Korba,2022,85.26923535326232,49.74249371176956,41.08598662556123,6.2,26.154097984031935,1019.2977618246531,71.48636990703962,1.0,1.0,2.0,4.505512153786096
Surguja,2010,86.57214480137068,42.18232647809923,49.31032750146065,6.2,24.258856795597595,1097.0047023403195,73.69279802619354,1.0,1.0,2.0,4.703186168704941
Raigarh,2024,90.04249678759483,47.70264637366877,43.93157670989695,6.2,23.205659711304545,1046.6733872639777,69.68700568470376,1.0,1.0,2.0,4.662609382001357
Durg,2015,115.1091111342015,60.534917093317034,53.33648713468453,6.8,29.599850843853744,1244.6525704088162,84.84278596223395,0.0,0.0,0.0,6.026680757012566
Raigarh,2015,104.57750377639411,45.764683029742706,42.29503266766764,6.2,23.30924382970652,1131.3836697306185,66.49792690475844,1.0,1.0,2.0,4.989241883620577
Korba,2015,94.78977018696791,41.6846711769798,35.46956580620473,6.2,24.897640715900863,1106.6777780313016,72.89884117610411,1.0,1.0,2.0,4.71931570827493
Durg,2024,148.00033071135312,56.803342124367276,57.93182799421362,6.8,31.224932885165412,1245.0125186319665,72.27342389810553,0.0,0.0,0.0,6.7730703592130705
